Telephone Number,Caller Name,Address Line 1,Address Line 2,City,State,Zip (optional plus four),Country,,,Comments (Internal Only),Account-ID,Order-ID,Function
2487265104,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265105,West MS,500 Old Perch Rd.,RM 401  Lower Level,Rochester Hills,MI,48309,US,,,RM 401 West,,,
2487265106,West MS,500 Old Perch Rd.,RM 401  Lower Level,Rochester Hills,MI,48309,US,,,RM 402 Lab West,,,
2487265107,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265108,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265109,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265110,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265111,West MS,500 Old Perch Rd.,Media Center,Rochester Hills,MI,48309,US,,,Makerspace West,,,
2487265112,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265113,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265114,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265115,West MS,500 Old Perch Rd.,Collaboration Space,Rochester Hills,MI,48309,US,,,Fax Early On West,,,
2487265116,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265117,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265118,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265119,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265120,West MS,500 Old Perch Rd.,Collaboration Space,Rochester Hills,MI,48309,US,,,Rm 1C225 West,,,
2487265121,West MS,500 Old Perch Rd.,Collaboration Space,Rochester Hills,MI,48309,US,,,Rm 1C225 West,,,
2487265122,West MS,500 Old Perch Rd.,Collaboration Space,Rochester Hills,MI,48309,US,,,Rm 1C225 West,,,
2487265123,West MS,500 Old Perch Rd.,Collaboration Space,Rochester Hills,MI,48309,US,,,Rm 1C225 West,,,
2487265124,West MS,500 Old Perch Rd.,Collaboration Space,Rochester Hills,MI,48309,US,,,Rm 1C222 West,,,
2487265125,West MS,500 Old Perch Rd.,Collaboration Space,Rochester Hills,MI,48309,US,,,Rm 1C222 West,,,
2487265126,West MS,500 Old Perch Rd.,Collaboration Space,Rochester Hills,MI,48309,US,,,Rm 1C223 West,,,
2487265127,West MS,500 Old Perch Rd.,Collaboration Space,Rochester Hills,MI,48309,US,,,Rm 1C223 West,,,
2487265128,West MS,500 Old Perch Rd.,Collaboration Space,Rochester Hills,MI,48309,US,,,Rm 1C224 West,,,
2487265129,West MS,500 Old Perch Rd.,Collaboration Space,Rochester Hills,MI,48309,US,,,Rm 1C224 West,,,
2487265130,West MS,500 Old Perch Rd.,Collaboration Space,Rochester Hills,MI,48309,US,,,Rm 1C231 West,,,
2487265131,West MS,500 Old Perch Rd.,Collaboration Space,Rochester Hills,MI,48309,US,,,Rm 1C231 West,,,
2487265132,West MS,500 Old Perch Rd.,Collaboration Space,Rochester Hills,MI,48309,US,,,Rm 1C232 West,,,
2487265133,West MS,500 Old Perch Rd.,Collaboration Space,Rochester Hills,MI,48309,US,,,Rm 1C232 West,,,
2487265134,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265135,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265136,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265137,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265138,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265139,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265140,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265141,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265142,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265143,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265144,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265145,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265146,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265147,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265148,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265149,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265150,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265151,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265152,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265153,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265154,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265155,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265156,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265157,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265158,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265159,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265160,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265161,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265162,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265163,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265164,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265165,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265166,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265167,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265168,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265169,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265170,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265171,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265172,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265173,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265174,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265175,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265176,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265177,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265178,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265179,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265180,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265181,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265182,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265183,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265184,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265185,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265186,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265187,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265188,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265189,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265190,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265191,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265192,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265193,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265194,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265195,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265196,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265197,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265198,West MS,500 Old Perch Rd.,Media Center,Rochester Hills,MI,48309,US,,,Media Center West,,,
2487265199,West MS,500 Old Perch Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487265200,Adams HS,3200 W. Tienken Rd.,Main Office,Rochester Hills,MI,48306,US,,,AHS AA,,,
2487265201,Adams HS,3200 W. Tienken Rd.,Main Office,Rochester Hills,MI,48306,US,,,Pasquale Cusumano,,,
2487265202,Adams HS,3200 W. Tienken Rd.,Main Office,Rochester Hills,MI,48306,US,,,Michelle Mims,,,
2487265203,Adams HS,3200 W. Tienken Rd.,Receiving Area,Rochester Hills,MI,48306,US,,,AHSABMam,,,
2487265204,Adams HS,3200 W. Tienken Rd.,Media Center,Rochester Hills,MI,48306,US,,,Brenda Carlson,,,
2487265205,Adams HS,3200 W. Tienken Rd.,Main Office,Rochester Hills,MI,48306,US,,,AHS MO Fax,,,
2487265206,Adams HS,3200 W. Tienken Rd.,Kitchen,Rochester Hills,MI,48306,US,,,AdamsFS,,,
2487265207,Adams HS,3200 W. Tienken Rd.,Counseling Office,Rochester Hills,MI,48306,US,,,Joy Snook,,,
2487265208,Adams HS,3200 W. Tienken Rd.,Next to Boy's Locker Room,Rochester Hills,MI,48306,US,,,Shane Holler,,,
2487265209,Adams HS,3200 W. Tienken Rd.,RM 145,Rochester Hills,MI,48306,US,,,Tracye Schwartz,,,
2487265210,Adams HS,3200 W. Tienken Rd.,Main Office,Rochester Hills,MI,48306,US,,,Adams HS Attendance,,,
2487265211,Adams HS,3200 W. Tienken Rd.,Main Office,Rochester Hills,MI,48306,US,,,Office AHS,,,
2487265212,Adams HS,3200 W. Tienken Rd.,Counseling Office,Rochester Hills,MI,48306,US,,,Derek Trottier,,,
2487265213,Adams HS,3200 W. Tienken Rd.,Main Office,Rochester Hills,MI,48306,US,,,Kari Harma-Dennis,,,
2487265214,Adams HS,3200 W. Tienken Rd.,Next to Asst Principal Office,Rochester Hills,MI,48306,US,,,Office Fax AHS,,,
2487265215,Adams HS,3200 W. Tienken Rd.,Main Office,Rochester Hills,MI,48306,US,,,Luke Swanson,,,
2487265216,Adams HS,3200 W. Tienken Rd.,Main Office,Rochester Hills,MI,48306,US,,,Daniel Prachar,,,
2487265217,Adams HS,3200 W. Tienken Rd.,Main Office,Rochester Hills,MI,48306,US,,,Susan Demeniuk,,,
2487265218,Adams HS,3200 W. Tienken Rd.,Main Office,Rochester Hills,MI,48306,US,,,Deborah Kesman,,,
2487265219,Adams HS,3200 W. Tienken Rd.,Media Center,Rochester Hills,MI,48306,US,,,Media AHS,,,
2487265220,Adams HS,3200 W. Tienken Rd.,Main Office,Rochester Hills,MI,48306,US,,,Security AHS,,,
2487265221,Adams HS,3200 W. Tienken Rd.,Main Office,Rochester Hills,MI,48306,US,,,Teresa Roehl,,,
2487265222,Adams HS,3200 W. Tienken Rd.,Room 216,Rochester Hills,MI,48306,US,,,RM 216 AHS,,,
2487265223,Adams HS,3200 W. Tienken Rd.,Counseling Area,Rochester Hills,MI,48306,US,,,Career Center AHS,,,
2487265227,Adams HS,3200 W. Tienken Rd.,Counseling,Rochester Hills,MI,48306,US,,,Lori Pierre,,,
2487265228,Adams HS,3200 W. Tienken Rd.,Counseling,Rochester Hills,MI,48306,US,,,Sarah Falkowski,,,
2487265229,Adams HS,3200 W. Tienken Rd.,Counseling,Rochester Hills,MI,48306,US,,,Janice King,,,
2487265230,Adams HS,3200 W. Tienken Rd.,Counseling,Rochester Hills,MI,48306,US,,,Allison Parliament,,,
2487265231,Adams HS,3200 W. Tienken Rd.,Counseling,Rochester Hills,MI,48306,US,,,Christy Clement,,,
2487265232,Adams HS,3200 W. Tienken Rd.,Across from RM 242,Rochester Hills,MI,48306,US,,,IC1 AHS,,,
2487265233,Adams HS,3200 W. Tienken Rd.,Counseling,Rochester Hills,MI,48306,US,,,Counseling AHS,,,
2487265234,Adams HS,3200 W. Tienken Rd.,Across from Pool,Rochester Hills,MI,48306,US,,,BLR AHS,,,
2487265235,Adams HS,3200 W. Tienken Rd.,Near Gymnasium,Rochester Hills,MI,48306,US,,,Weight room AHS,,,
2487265236,Adams HS,3200 W. Tienken Rd.,Electrical RM Near RM 254,Rochester Hills,MI,48306,US,,,IC2 AHS,,,
2487265237,Adams HS,3200 W. Tienken Rd.,Auditorium Area,Rochester Hills,MI,48306,US,,,Ticket Area AHS,,,
2487265238,Adams HS,3200 W. Tienken Rd.,Room 213,Rochester Hills,MI,48306,US,,,RM 213 AHS,,,
2487265239,Adams HS,3200 W. Tienken Rd.,Inside Kitchen,Rochester Hills,MI,48306,US,,,Kitchen Adams,,,
2487265240,Adams HS,3200 W. Tienken Rd.,RM 206,Rochester Hills,MI,48306,US,,,Band Room AHS,,,
2487265241,Adams HS,3200 W. Tienken Rd.,Next to Pool,Rochester Hills,MI,48306,US,,,Training Room AHS,,,
2487265242,Adams HS,3200 W. Tienken Rd.,Pool,Rochester Hills,MI,48306,US,,,RM Pool Office AHS,,,
2487265243,Adams HS,3200 W. Tienken Rd.,Across from Main Gym,Rochester Hills,MI,48306,US,,,Women's PE Office AHS,,,
2487265244,Adams HS,3200 W. Tienken Rd.,Across from Main Gym,Rochester Hills,MI,48306,US,,,Men's PE Office AHS,,,
2487265245,Adams HS,3200 W. Tienken Rd.,Pool,Rochester Hills,MI,48306,US,,,RM Pool AHS,,,
2487265246,Adams HS,3200 W. Tienken Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487265247,Adams HS,3200 W. Tienken Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487265248,Adams HS,3200 W. Tienken Rd.,Room 143,Rochester Hills,MI,48306,US,,,RM 143 AHS,,,
2487265249,Adams HS,3200 W. Tienken Rd.,Room 144,Rochester Hills,MI,48306,US,,,RM 144 AHS,,,
2487265250,Adams HS,3200 W. Tienken Rd.,Room 145,Rochester Hills,MI,48306,US,,,RM 145 AHS,,,
2487265251,Adams HS,3200 W. Tienken Rd.,Room 144B,Rochester Hills,MI,48306,US,,,RM 144B Group Roo AHS,,,
2487265252,Adams HS,3200 W. Tienken Rd.,Room 146,Rochester Hills,MI,48306,US,,,RM 146 AHS,,,
2487265253,Adams HS,3200 W. Tienken Rd.,Room 147,Rochester Hills,MI,48306,US,,,RM 147 AHS,,,
2487265254,Adams HS,3200 W. Tienken Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487265255,Adams HS,3200 W. Tienken Rd.,Across from RM 148,Rochester Hills,MI,48306,US,,,ScienceGroupRoom AHS,,,
2487265256,Adams HS,3200 W. Tienken Rd.,Across from RM 148,Rochester Hills,MI,48306,US,,,ScienceGroupRoom AHS,,,
2487265257,Adams HS,3200 W. Tienken Rd.,Room 151,Rochester Hills,MI,48306,US,,,RM 151 AHS,,,
2487265258,Adams HS,3200 W. Tienken Rd.,Room 153,Rochester Hills,MI,48306,US,,,RM 153 AHS,,,
2487265259,Adams HS,3200 W. Tienken Rd.,Room 154,Rochester Hills,MI,48306,US,,,RM 154 AHS,,,
2487265260,Adams HS,3200 W. Tienken Rd.,Room 152,Rochester Hills,MI,48306,US,,,RM 152 AHS,,,
2487265261,Adams HS,3200 W. Tienken Rd.,Room 150,Rochester Hills,MI,48306,US,,,RM 150 AHS,,,
2487265262,Adams HS,3200 W. Tienken Rd.,Room 148,Rochester Hills,MI,48306,US,,,RM 148 AHS,,,
2487265263,Adams HS,3200 W. Tienken Rd.,Room 136,Rochester Hills,MI,48306,US,,,RM 136 AHS,,,
2487265264,Adams HS,3200 W. Tienken Rd.,Room 138,Rochester Hills,MI,48306,US,,,RM 138 AHS,,,
2487265265,Adams HS,3200 W. Tienken Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487265266,Adams HS,3200 W. Tienken Rd.,Room 140,Rochester Hills,MI,48306,US,,,RM 140 AHS,,,
2487265267,Adams HS,3200 W. Tienken Rd.,Room 142,Rochester Hills,MI,48306,US,,,RM 142 AHS,,,
2487265268,Adams HS,3200 W. Tienken Rd.,Room 142B,Rochester Hills,MI,48306,US,,,RM 142B Group Roo AHS,,,
2487265269,Adams HS,3200 W. Tienken Rd.,Room 141,Rochester Hills,MI,48306,US,,,RM 141 AHS,,,
2487265270,Adams HS,3200 W. Tienken Rd.,Room 139,Rochester Hills,MI,48306,US,,,RM 139 AHS,,,
2487265271,Adams HS,3200 W. Tienken Rd.,Room 137,Rochester Hills,MI,48306,US,,,RM 137 AHS,,,
2487265272,Adams HS,3200 W. Tienken Rd.,Main Office,Rochester Hills,MI,48306,US,,,Amanda Elston,,,
2487265273,Adams HS,3200 W. Tienken Rd.,Next to RM 133,Rochester Hills,MI,48306,US,,,RM Math AHS,,,
2487265274,Adams HS,3200 W. Tienken Rd.,Across from RM 242,Rochester Hills,MI,48306,US,,,EnglishWorkRm Adams,,,
2487265275,Adams HS,3200 W. Tienken Rd.,Next to RM 216,Rochester Hills,MI,48306,US,,,Tech Office AHS,,,
2487265276,Adams HS,3200 W. Tienken Rd.,Room 133,Rochester Hills,MI,48306,US,,,RM 133 AHS,,,
2487265277,Adams HS,3200 W. Tienken Rd.,Room 131,Rochester Hills,MI,48306,US,,,RM 131 AHS,,,
2487265278,Adams HS,3200 W. Tienken Rd.,Room 129,Rochester Hills,MI,48306,US,,,RM 129 AHS,,,
2487265279,Adams HS,3200 W. Tienken Rd.,Room 130,Rochester Hills,MI,48306,US,,,RM 130 AHS,,,
2487265280,Adams HS,3200 W. Tienken Rd.,Room 132,Rochester Hills,MI,48306,US,,,RM 132 AHS,,,
2487265281,Adams HS,3200 W. Tienken Rd.,Room 125,Rochester Hills,MI,48306,US,,,RM 125 AHS,,,
2487265282,Adams HS,3200 W. Tienken Rd.,Room 124,Rochester Hills,MI,48306,US,,,RM 124 AHS,,,
2487265283,Adams HS,3200 W. Tienken Rd.,Room 126,Rochester Hills,MI,48306,US,,,RM 126 AHS,,,
2487265284,Adams HS,3200 W. Tienken Rd.,Room 127,Rochester Hills,MI,48306,US,,,RM 127 AHS,,,
2487265285,Adams HS,3200 W. Tienken Rd.,Room 128,Rochester Hills,MI,48306,US,,,RM 128 AHS,,,
2487265286,Adams HS,3200 W. Tienken Rd.,Room 121,Rochester Hills,MI,48306,US,,,RM 121 AHS,,,
2487265287,Adams HS,3200 W. Tienken Rd.,Kitchen,Rochester Hills,MI,48306,US,,,FastFood Adams,,,
2487265288,Adams HS,3200 W. Tienken Rd.,Receiving,Rochester Hills,MI,48306,US,,,Receiving2 AHS,,,
2487265289,Adams HS,3200 W. Tienken Rd.,Cafeteria Area,Rochester Hills,MI,48306,US,,,School Store AHS,,,
2487265290,Adams HS,3200 W. Tienken Rd.,Cafeteria Area,Rochester Hills,MI,48306,US,,,Safe Ed AHS,,,
2487265291,Adams HS,3200 W. Tienken Rd.,Main Office,Rochester Hills,MI,48306,US,,,AHS RG,,,
2487265292,Adams HS,3200 W. Tienken Rd.,Room 203,Rochester Hills,MI,48306,US,,,RM 203 AHS,,,
2487265293,Adams HS,3200 W. Tienken Rd.,Auditorium Area,Rochester Hills,MI,48306,US,,,Control Room AHS,,,
2487265294,Adams HS,3200 W. Tienken Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487265295,Adams HS,3200 W. Tienken Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487265296,Adams HS,3200 W. Tienken Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487265297,Adams HS,3200 W. Tienken Rd.,Media Center,Rochester Hills,MI,48306,US,,,Adams Nite Bell,,,
2487265298,Adams HS,3200 W. Tienken Rd.,Media Center,Rochester Hills,MI,48306,US,,,MDF AHS,,,
2487265299,Adams HS,3200 W. Tienken Rd.,Main Office,Rochester Hills,MI,48306,US,,,AHS Clinic,,,
2487265300,Adams HS,3200 W. Tienken Rd.,Across from RM 209,Rochester Hills,MI,48306,US,,,Business Office AHS,,,
2487265301,Adams HS,3200 W. Tienken Rd.,Room 210,Rochester Hills,MI,48306,US,,,210 Office AHS,,,
2487265302,Adams HS,3200 W. Tienken Rd.,Room 210,Rochester Hills,MI,48306,US,,,RM 210 AHS,,,
2487265303,Adams HS,3200 W. Tienken Rd.,Room 209,Rochester Hills,MI,48306,US,,,RM 209 AHS,,,
2487265304,Adams HS,3200 W. Tienken Rd.,Room 208,Rochester Hills,MI,48306,US,,,RM 208 AHS,,,
2487265305,Adams HS,3200 W. Tienken Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487265306,Adams HS,3200 W. Tienken Rd.,Room 231,Rochester Hills,MI,48306,US,,,RM 231 AHS,,,
2487265307,Adams HS,3200 W. Tienken Rd.,Room 233,Rochester Hills,MI,48306,US,,,RM 233 AHS,,,
2487265308,Adams HS,3200 W. Tienken Rd.,Room 233B,Rochester Hills,MI,48306,US,,,RM 233 B AHS,,,
2487265309,Adams HS,3200 W. Tienken Rd.,Room 235,Rochester Hills,MI,48306,US,,,RM 235 AHS,,,
2487265310,Adams HS,3200 W. Tienken Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487265311,Adams HS,3200 W. Tienken Rd.,Room 236,Rochester Hills,MI,48306,US,,,RM 236 AHS,,,
2487265312,Adams HS,3200 W. Tienken Rd.,Room 237,Rochester Hills,MI,48306,US,,,RM 237 AHS,,,
2487265313,Adams HS,3200 W. Tienken Rd.,Room 238,Rochester Hills,MI,48306,US,,,RM 238 AHS,,,
2487265314,Adams HS,3200 W. Tienken Rd.,Room 239,Rochester Hills,MI,48306,US,,,RM 239 AHS,,,
2487265315,Adams HS,3200 W. Tienken Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487265316,Adams HS,3200 W. Tienken Rd.,Room 243,Rochester Hills,MI,48306,US,,,RM 243 AHS,,,
2487265317,Adams HS,3200 W. Tienken Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487265318,Adams HS,3200 W. Tienken Rd.,Across from RM 242,Rochester Hills,MI,48306,US,,,RM English AHS,,,
2487265319,Adams HS,3200 W. Tienken Rd.,Room 241,Rochester Hills,MI,48306,US,,,RM 241 AHS,,,
2487265320,Adams HS,3200 W. Tienken Rd.,Room 242,Rochester Hills,MI,48306,US,,,RM 242 AHS,,,
2487265321,Adams HS,3200 W. Tienken Rd.,Room 240,Rochester Hills,MI,48306,US,,,RM 240 AHS,,,
2487265322,Adams HS,3200 W. Tienken Rd.,Room 234,Rochester Hills,MI,48306,US,,,RM 234 AHS,,,
2487265323,Adams HS,3200 W. Tienken Rd.,Room 232,Rochester Hills,MI,48306,US,,,RM 232 AHS,,,
2487265324,Adams HS,3200 W. Tienken Rd.,Room 255,Rochester Hills,MI,48306,US,,,RM 255 AHS,,,
2487265325,Adams HS,3200 W. Tienken Rd.,Room 253,Rochester Hills,MI,48306,US,,,RM 253 AHS,,,
2487265326,Adams HS,3200 W. Tienken Rd.,Counseling,Rochester Hills,MI,48306,US,,,Jessica Bellomo,,,
2487265327,Adams HS,3200 W. Tienken Rd.,Room 225,Rochester Hills,MI,48306,US,,,RM 225 AHS,,,
2487265328,Adams HS,3200 W. Tienken Rd.,Room 227,Rochester Hills,MI,48306,US,,,RM 227 AHS,,,
2487265329,Adams HS,3200 W. Tienken Rd.,B/T RM 227 and 229,Rochester Hills,MI,48306,US,,,Storage AHS,,,
2487265330,Adams HS,3200 W. Tienken Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487265331,Adams HS,3200 W. Tienken Rd.,Room 230,Rochester Hills,MI,48306,US,,,RM 230 AHS,,,
2487265332,Adams HS,3200 W. Tienken Rd.,Room 230,Rochester Hills,MI,48306,US,,,RM 230 AHS,,,
2487265333,Adams HS,3200 W. Tienken Rd.,Room 230,Rochester Hills,MI,48306,US,,,RM 230 AHS,,,
2487265334,Adams HS,3200 W. Tienken Rd.,Room 230,Rochester Hills,MI,48306,US,,,RM 230 AHS,,,
2487265335,Adams HS,3200 W. Tienken Rd.,Room 230,Rochester Hills,MI,48306,US,,,RM 230 AHS,,,
2487265336,Adams HS,3200 W. Tienken Rd.,Room 230,Rochester Hills,MI,48306,US,,,RM 230 AHS,,,
2487265337,Adams HS,3200 W. Tienken Rd.,Room 230,Rochester Hills,MI,48306,US,,,RM 230 AHS,,,
2487265338,Adams HS,3200 W. Tienken Rd.,Room 230,Rochester Hills,MI,48306,US,,,RM 230 AHS,,,
2487265339,Adams HS,3200 W. Tienken Rd.,Room 230,Rochester Hills,MI,48306,US,,,RM 230 AHS,,,
2487265340,Adams HS,3200 W. Tienken Rd.,Room 230,Rochester Hills,MI,48306,US,,,RM 230 AHS,,,
2487265341,Adams HS,3200 W. Tienken Rd.,Room 230,Rochester Hills,MI,48306,US,,,RM 230 AHS,,,
2487265342,Adams HS,3200 W. Tienken Rd.,Room 230,Rochester Hills,MI,48306,US,,,RM 230 AHS,,,
2487265343,Adams HS,3200 W. Tienken Rd.,Room 230,Rochester Hills,MI,48306,US,,,RM 230 AHS,,,
2487265344,Adams HS,3200 W. Tienken Rd.,Room 230,Rochester Hills,MI,48306,US,,,RM 230 AHS,,,
2487265345,Adams HS,3200 W. Tienken Rd.,Room 230,Rochester Hills,MI,48306,US,,,RM 230 AHS,,,
2487265346,Adams HS,3200 W. Tienken Rd.,Room 230,Rochester Hills,MI,48306,US,,,RM 230 AHS,,,
2487265347,Adams HS,3200 W. Tienken Rd.,Room 230,Rochester Hills,MI,48306,US,,,RM 230 AHS,,,
2487265348,Adams HS,3200 W. Tienken Rd.,Room 230,Rochester Hills,MI,48306,US,,,RM 230 AHS,,,
2487265349,Adams HS,3200 W. Tienken Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487265350,Adams HS,3200 W. Tienken Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487265351,Adams HS,3200 W. Tienken Rd.,Media Center,Rochester Hills,MI,48306,US,,,Media AHS,,,
2487265352,Adams HS,3200 W. Tienken Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487265353,Adams HS,3200 W. Tienken Rd.,Room 251,Rochester Hills,MI,48306,US,,,RM 251 Lab AHS,,,
2487265354,Adams HS,3200 W. Tienken Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487265355,Adams HS,3200 W. Tienken Rd.,Media Center,Rochester Hills,MI,48306,US,,,RM Group Room AHS,,,
2487265356,Adams HS,3200 W. Tienken Rd.,RM 216,Rochester Hills,MI,48306,US,,,RM Foreign Lang.L AHS,,,
2487265357,Adams HS,3200 W. Tienken Rd.,Room 135,Rochester Hills,MI,48306,US,,,RM 135 AHS,,,
2487265358,Adams HS,3200 W. Tienken Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487265359,Adams HS,3200 W. Tienken Rd.,Room 213,Rochester Hills,MI,48306,US,,,RM 213 Book Room AHS,,,
